date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2015-12-06,Mersin Idman Yurdu,Rizespor,3,0,Super Lig,,Turkey,False
2015-12-07,Akhisar Belediyespor,Sivasspor,1,0,Super Lig,,Turkey,False
2015-12-07,Trabzonspor,Eskisehirspor,3,1,Super Lig,,Turkey,False
2015-12-11,Bursaspor,Osmanlispor,0,4,Super Lig,,Turkey,False
2015-12-12,Antalyaspor,Mersin Idman Yurdu,3,2,Super Lig,,Turkey,False
2015-12-12,Eskisehirspor,Gaziantepspor,1,2,Super Lig,,Turkey,False
2015-12-12,Kasımpaşa,Konyaspor,2,1,Super Lig,,Turkey,False
2015-12-12,Rizespor,Trabzonspor,3,0,Super Lig,,Turkey,False
2015-12-13,Fenerbahçe,Başakşehir,1,0,Super Lig,,Turkey,False
2015-12-13,Gençlerbirliği,Sivasspor,0,1,Super Lig,,Turkey,False
2015-12-13,Kayserispor,Akhisar Belediyespor,3,2,Super Lig,,Turkey,False
2015-12-14,Beşiktaş,Galatasaray,2,1,Super Lig,,Turkey,False
2015-12-19,Gaziantepspor,Rizespor,2,0,Super Lig,,Turkey,False
2015-12-19,Konyaspor,Bursaspor,1,0,Super Lig,,Turkey,False
2015-12-19,Mersin Idman Yurdu,Kasımpaşa,1,2,Super Lig,,Turkey,False
2015-12-19,Trabzonspor,Antalyaspor,3,0,Super Lig,,Turkey,False
2015-12-20,Başakşehir,Eskisehirspor,2,1,Super Lig,,Turkey,False
2015-12-20,Galatasaray,Akhisar Belediyespor,3,2,Super Lig,,Turkey,False
2015-12-20,Gençlerbirliği,Fenerbahçe,0,1,Super Lig,,Turkey,False
2015-12-20,Sivasspor,Kayserispor,0,0,Super Lig,,Turkey,False
2015-12-21,Osmanlispor,Beşiktaş,2,3,Super Lig,,Turkey,False
2015-12-26,Antalyaspor,Gaziantepspor,0,0,Super Lig,,Turkey,False
2015-12-26,Kasımpaşa,Trabzonspor,1,1,Super Lig,,Turkey,False
2015-12-26,Rizespor,Başakşehir,2,1,Super Lig,,Turkey,False
2015-12-27,Akhisar Belediyespor,Osmanlispor,0,0,Super Lig,,Turkey,False
2015-12-27,Beşiktaş,Konyaspor,4,0,Super Lig,,Turkey,False
2015-12-27,Bursaspor,Mersin Idman Yurdu,2,1,Super Lig,,Turkey,False
2015-12-27,Kayserispor,Galatasaray,1,1,Super Lig,,Turkey,False
2015-12-28,Eskisehirspor,Gençlerbirliği,2,0,Super Lig,,Turkey,False
2015-12-28,Fenerbahçe,Sivasspor,2,1,Super Lig,,Turkey,False
2016-01-16,Akhisar Belediyespor,Konyaspor,0,2,Super Lig,,Turkey,False
2016-01-16,Galatasaray,Sivasspor,3,1,Super Lig,,Turkey,False
2016-01-16,Kasımpaşa,Gaziantepspor,1,2,Super Lig,,Turkey,False
2016-01-16,Kayserispor,Osmanlispor,1,0,Super Lig,,Turkey,False
2016-01-17,Antalyaspor,Başakşehir,1,2,Super Lig,,Turkey,False
2016-01-17,Bursaspor,Trabzonspor,4,2,Super Lig,,Turkey,False
2016-01-17,Rizespor,Gençlerbirliği,2,3,Super Lig,,Turkey,False
2016-01-18,Eskisehirspor,Fenerbahçe,0,3,Super Lig,,Turkey,False
2016-01-23,Konyaspor,Kayserispor,1,0,Super Lig,,Turkey,False
2016-01-23,Mersin Idman Yurdu,Akhisar Belediyespor,0,0,Super Lig,,Turkey,False
2016-01-23,Osmanlispor,Galatasaray,3,2,Super Lig,,Turkey,False
2016-01-24,Fenerbahçe,Rizespor,2,1,Super Lig,,Turkey,False
2016-01-24,Gaziantepspor,Bursaspor,2,3,Super Lig,,Turkey,False
2016-01-24,Gençlerbirliği,Antalyaspor,1,0,Super Lig,,Turkey,False
2016-01-24,Sivasspor,Eskisehirspor,1,2,Super Lig,,Turkey,False
2016-01-25,Başakşehir,Kasımpaşa,1,1,Super Lig,,Turkey,False
2016-02-05,Antalyaspor,Fenerbahçe,4,2,Super Lig,,Turkey,False
2016-02-05,Osmanlispor,Sivasspor,4,0,Super Lig,,Turkey,False
2016-02-06,Bursaspor,Başakşehir,3,3,Super Lig,,Turkey,False
2016-02-06,Galatasaray,Konyaspor,0,0,Super Lig,,Turkey,False
2016-02-06,Kayserispor,Mersin Idman Yurdu,0,1,Super Lig,,Turkey,False
2016-02-07,Akhisar Belediyespor,Trabzonspor,2,1,Super Lig,,Turkey,False
2016-02-07,Beşiktaş,Gaziantepspor,4,0,Super Lig,,Turkey,False
2016-02-07,Rizespor,Eskisehirspor,1,1,Super Lig,,Turkey,False
2016-02-08,Kasımpaşa,Gençlerbirliği,0,1,Super Lig,,Turkey,False
2016-02-12,Fenerbahçe,Kasımpaşa,3,1,Super Lig,,Turkey,False
2016-02-13,Gençlerbirliği,Bursaspor,2,0,Super Lig,,Turkey,False
2016-02-13,Konyaspor,Osmanlispor,1,1,Super Lig,,Turkey,False
2016-02-13,Mersin Idman Yurdu,Galatasaray,2,1,Super Lig,,Turkey,False
2016-02-14,Başakşehir,Beşiktaş,2,2,Super Lig,,Turkey,False
2016-02-14,Eskisehirspor,Antalyaspor,3,2,Super Lig,,Turkey,False
2016-02-14,Gaziantepspor,Akhisar Belediyespor,0,1,Super Lig,,Turkey,False
2016-02-14,Sivasspor,Rizespor,2,1,Super Lig,,Turkey,False
2016-02-15,Trabzonspor,Kayserispor,2,1,Super Lig,,Turkey,False
2016-02-17,Beşiktaş,Mersin Idman Yurdu,1,0,Super Lig,,Turkey,False
2016-02-19,Konyaspor,Sivasspor,2,1,Super Lig,,Turkey,False
2016-02-20,Antalyaspor,Rizespor,2,1,Super Lig,,Turkey,False
2016-02-20,Bursaspor,Fenerbahçe,0,0,Super Lig,,Turkey,False
2016-02-20,Kasımpaşa,Eskisehirspor,2,1,Super Lig,,Turkey,False
2016-02-21,Akhisar Belediyespor,Başakşehir,0,0,Super Lig,,Turkey,False
2016-02-21,Galatasaray,Trabzonspor,2,1,Super Lig,,Turkey,False
2016-02-21,Kayserispor,Gaziantepspor,2,2,Super Lig,,Turkey,False
2016-02-21,Osmanlispor,Mersin Idman Yurdu,3,1,Super Lig,,Turkey,False
2016-02-22,Beşiktaş,Gençlerbirliği,1,0,Super Lig,,Turkey,False
2016-02-26,Başakşehir,Kayserispor,1,0,Super Lig,,Turkey,False
2016-02-27,Eskisehirspor,Bursaspor,0,1,Super Lig,,Turkey,False
2016-02-27,Mersin Idman Yurdu,Konyaspor,0,2,Super Lig,,Turkey,False
2016-02-27,Rizespor,Kasımpaşa,2,0,Super Lig,,Turkey,False
2016-02-27,Trabzonspor,Osmanlispor,1,2,Super Lig,,Turkey,False
2016-02-28,Gaziantepspor,Galatasaray,2,0,Super Lig,,Turkey,False
2016-02-28,Gençlerbirliği,Akhisar Belediyespor,3,1,Super Lig,,Turkey,False
2016-02-28,Sivasspor,Antalyaspor,0,0,Super Lig,,Turkey,False
2016-02-29,Fenerbahçe,Beşiktaş,2,0,Super Lig,,Turkey,False
2016-03-04,Mersin Idman Yurdu,Sivasspor,1,0,Super Lig,,Turkey,False
2016-03-05,Bursaspor,Rizespor,1,0,Super Lig,,Turkey,False
2016-03-05,Kayserispor,Gençlerbirliği,0,2,Super Lig,,Turkey,False
2016-03-05,Osmanlispor,Gaziantepspor,1,1,Super Lig,,Turkey,False
2016-03-06,Akhisar Belediyespor,Fenerbahçe,0,3,Super Lig,,Turkey,False
2016-03-06,Galatasaray,Başakşehir,3,3,Super Lig,,Turkey,False
2016-03-06,Kasımpaşa,Antalyaspor,2,1,Super Lig,,Turkey,False
2016-03-06,Konyaspor,Trabzonspor,2,0,Super Lig,,Turkey,False
2016-03-07,Beşiktaş,Eskisehirspor,3,1,Super Lig,,Turkey,False
2016-03-11,Trabzonspor,Mersin Idman Yurdu,1,0,Super Lig,,Turkey,False
2016-03-12,Başakşehir,Osmanlispor,2,3,Super Lig,,Turkey,False
2016-03-12,Gaziantepspor,Konyaspor,0,1,Super Lig,,Turkey,False
2016-03-12,Rizespor,Beşiktaş,1,2,Super Lig,,Turkey,False
2016-03-13,Eskisehirspor,Akhisar Belediyespor,3,3,Super Lig,,Turkey,False
2016-03-13,Fenerbahçe,Kayserispor,1,0,Super Lig,,Turkey,False
2016-03-13,Gençlerbirliği,Galatasaray,1,1,Super Lig,,Turkey,False
2016-03-14,Antalyaspor,Bursaspor,3,0,Super Lig,,Turkey,False
2016-03-14,Sivasspor,Kasımpaşa,1,0,Super Lig,,Turkey,False
2016-03-15,Trabzonspor,Beşiktaş,0,2,Super Lig,,Turkey,False
2016-03-18,Akhisar Belediyespor,Rizespor,1,1,Super Lig,,Turkey,False
2016-03-18,Kayserispor,Eskisehirspor,0,0,Super Lig,,Turkey,False
2016-03-19,Beşiktaş,Antalyaspor,1,0,Super Lig,,Turkey,False
2016-03-19,Osmanlispor,Gençlerbirliği,3,1,Super Lig,,Turkey,False
2016-03-19,Trabzonspor,Sivasspor,1,0,Super Lig,,Turkey,False
2016-03-20,Bursaspor,Kasımpaşa,4,1,Super Lig,,Turkey,False
2016-03-20,Konyaspor,Başakşehir,1,1,Super Lig,,Turkey,False
2016-03-20,Mersin Idman Yurdu,Gaziantepspor,0,0,Super Lig,,Turkey,False
2016-04-02,Eskisehirspor,Galatasaray,4,3,Super Lig,,Turkey,False
2016-04-02,Gaziantepspor,Trabzonspor,0,1,Super Lig,,Turkey,False
2016-04-02,Gençlerbirliği,Konyaspor,0,1,Super Lig,,Turkey,False
2016-04-03,Antalyaspor,Akhisar Belediyespor,2,2,Super Lig,,Turkey,False
2016-04-03,Başakşehir,Mersin Idman Yurdu,3,0,Super Lig,,Turkey,False
2016-04-03,Fenerbahçe,Osmanlispor,0,0,Super Lig,,Turkey,False
2016-04-03,Sivasspor,Bursaspor,1,2,Super Lig,,Turkey,False
2016-04-04,Kasımpaşa,Beşiktaş,2,1,Super Lig,,Turkey,False
2016-04-04,Rizespor,Kayserispor,0,0,Super Lig,,Turkey,False
2016-04-08,Gaziantepspor,Sivasspor,0,1,Super Lig,,Turkey,False
2016-04-09,Galatasaray,Rizespor,1,1,Super Lig,,Turkey,False
2016-04-09,Konyaspor,Fenerbahçe,2,1,Super Lig,,Turkey,False
2016-04-09,Osmanlispor,Eskisehirspor,0,0,Super Lig,,Turkey,False
2016-04-10,Kayserispor,Antalyaspor,0,0,Super Lig,,Turkey,False
2016-04-10,Mersin Idman Yurdu,Gençlerbirliği,1,3,Super Lig,,Turkey,False
2016-04-10,Trabzonspor,Başakşehir,1,1,Super Lig,,Turkey,False
2016-04-11,Akhisar Belediyespor,Kasımpaşa,0,1,Super Lig,,Turkey,False
2016-04-11,Beşiktaş,Bursaspor,3,2,Super Lig,,Turkey,False
2016-04-13,Galatasaray,Fenerbahçe,0,0,Super Lig,,Turkey,False
2016-04-16,Antalyaspor,Galatasaray,4,2,Super Lig,,Turkey,False
2016-04-16,Eskisehirspor,Konyaspor,1,2,Super Lig,,Turkey,False
2016-04-16,Rizespor,Osmanlispor,0,1,Super Lig,,Turkey,False
2016-04-16,Sivasspor,Beşiktaş,1,2,Super Lig,,Turkey,False
2016-04-17,Başakşehir,Gaziantepspor,4,1,Super Lig,,Turkey,False
2016-04-17,Bursaspor,Akhisar Belediyespor,0,2,Super Lig,,Turkey,False
2016-04-17,Fenerbahçe,Mersin Idman Yurdu,4,1,Super Lig,,Turkey,False
2016-04-17,Kasımpaşa,Kayserispor,1,2,Super Lig,,Turkey,False
2016-04-18,Gençlerbirliği,Trabzonspor,3,1,Super Lig,,Turkey,False
2016-04-22,Kayserispor,Bursaspor,2,1,Super Lig,,Turkey,False
2016-04-23,Akhisar Belediyespor,Beşiktaş,3,3,Super Lig,,Turkey,False
2016-04-23,Başakşehir,Sivasspor,2,2,Super Lig,,Turkey,False
2016-04-23,Osmanlispor,Antalyaspor,3,0,Super Lig,,Turkey,False
2016-04-24,Galatasaray,Kasımpaşa,4,1,Super Lig,,Turkey,False
2016-04-24,Konyaspor,Rizespor,3,1,Super Lig,,Turkey,False
2016-04-24,Mersin Idman Yurdu,Eskisehirspor,1,2,Super Lig,,Turkey,False
2016-04-24,Trabzonspor,Fenerbahçe,0,4,Super Lig,,Turkey,False
2016-04-25,Gaziantepspor,Gençlerbirliği,1,3,Super Lig,,Turkey,False
2016-04-29,Bursaspor,Galatasaray,1,1,Super Lig,,Turkey,False
2016-04-29,Rizespor,Mersin Idman Yurdu,2,0,Super Lig,,Turkey,False
2016-04-30,Beşiktaş,Kayserispor,4,0,Super Lig,,Turkey,False
2016-04-30,Eskisehirspor,Trabzonspor,1,0,Super Lig,,Turkey,False
2016-04-30,Gençlerbirliği,Başakşehir,0,0,Super Lig,,Turkey,False
2016-05-01,Antalyaspor,Konyaspor,1,0,Super Lig,,Turkey,False
2016-05-01,Fenerbahçe,Gaziantepspor,3,0,Super Lig,,Turkey,False
2016-05-01,Sivasspor,Akhisar Belediyespor,1,1,Super Lig,,Turkey,False
2016-05-02,Kasımpaşa,Osmanlispor,1,1,Super Lig,,Turkey,False
2016-05-07,Gaziantepspor,Eskisehirspor,1,1,Super Lig,,Turkey,False
2016-05-07,Osmanlispor,Bursaspor,3,3,Super Lig,,Turkey,False
2016-05-07,Sivasspor,Gençlerbirliği,2,1,Super Lig,,Turkey,False
2016-05-08,Akhisar Belediyespor,Kayserispor,1,1,Super Lig,,Turkey,False
2016-05-08,Galatasaray,Beşiktaş,0,1,Super Lig,,Turkey,False
2016-05-08,Mersin Idman Yurdu,Antalyaspor,0,1,Super Lig,,Turkey,False
2016-05-08,Trabzonspor,Rizespor,6,0,Super Lig,,Turkey,False
2016-05-09,Başakşehir,Fenerbahçe,2,1,Super Lig,,Turkey,False
2016-05-09,Konyaspor,Kasımpaşa,2,0,Super Lig,,Turkey,False
2016-05-13,Antalyaspor,Trabzonspor,7,0,Super Lig,,Turkey,False
2016-05-14,Bursaspor,Konyaspor,1,1,Super Lig,,Turkey,False
2016-05-14,Eskisehirspor,Başakşehir,1,2,Super Lig,,Turkey,False
2016-05-14,Kayserispor,Sivasspor,1,1,Super Lig,,Turkey,False
2016-05-14,Rizespor,Gaziantepspor,1,0,Super Lig,,Turkey,False
2016-05-15,Akhisar Belediyespor,Galatasaray,1,2,Super Lig,,Turkey,False
2016-05-15,Beşiktaş,Osmanlispor,3,1,Super Lig,,Turkey,False
2016-05-15,Fenerbahçe,Gençlerbirliği,2,1,Super Lig,,Turkey,False
2016-05-15,Kasımpaşa,Mersin Idman Yurdu,7,0,Super Lig,,Turkey,False
2016-05-18,Başakşehir,Rizespor,1,0,Super Lig,,Turkey,False
2016-05-18,Konyaspor,Beşiktaş,2,1,Super Lig,,Turkey,False
2016-05-18,Mersin Idman Yurdu,Bursaspor,2,5,Super Lig,,Turkey,False
2016-05-19,Galatasaray,Kayserispor,6,0,Super Lig,,Turkey,False
2016-05-19,Gaziantepspor,Antalyaspor,2,0,Super Lig,,Turkey,False
2016-05-19,Gençlerbirliği,Eskisehirspor,3,1,Super Lig,,Turkey,False
2016-05-19,Osmanlispor,Akhisar Belediyespor,1,0,Super Lig,,Turkey,False
2016-05-19,Sivasspor,Fenerbahçe,2,2,Super Lig,,Turkey,False
2016-05-19,Trabzonspor,Kasımpaşa,0,6,Super Lig,,Turkey,False
2016-08-19,Adanaspor,Bursaspor,1,2,Super Lig,,Turkey,False
2016-08-20,Beşiktaş,Alanyaspor,4,1,Super Lig,,Turkey,False
2016-08-20,Rizespor,Konyaspor,1,1,Super Lig,,Turkey,False
2016-08-20,Trabzonspor,Kasımpaşa,2,0,Super Lig,,Turkey,False
2016-08-21,Antalyaspor,Osmanlispor,0,0,Super Lig,,Turkey,False
2016-08-21,Başakşehir,Fenerbahçe,1,0,Super Lig,,Turkey,False
2016-08-21,Gençlerbirliği,Gaziantepspor,2,0,Super Lig,,Turkey,False
2016-08-21,Kayserispor,Akhisar Belediyespor,0,2,Super Lig,,Turkey,False
2016-08-22,Galatasaray,Karabukspor,1,0,Super Lig,,Turkey,False
2016-08-26,Alanyaspor,Antalyaspor,2,1,Super Lig,,Turkey,False
2016-08-26,Konyaspor,Beşiktaş,2,2,Super Lig,,Turkey,False
2016-08-27,Akhisar Belediyespor,Galatasaray,1,3,Super Lig,,Turkey,False
2016-08-27,Gaziantepspor,Trabzonspor,1,0,Super Lig,,Turkey,False
2016-08-27,Kasımpaşa,Adanaspor,1,1,Super Lig,,Turkey,False
2016-08-28,Bursaspor,Başakşehir,0,2,Super Lig,,Turkey,False
2016-08-28,Fenerbahçe,Kayserispor,3,3,Super Lig,,Turkey,False
2016-08-28,Karabukspor,Rizespor,3,0,Super Lig,,Turkey,False
2016-08-28,Osmanlispor,Gençlerbirliği,2,2,Super Lig,,Turkey,False
2016-09-10,Adanaspor,Gaziantepspor,0,0,Super Lig,,Turkey,False
2016-09-10,Başakşehir,Kasımpaşa,3,1,Super Lig,,Turkey,False
2016-09-10,Beşiktaş,Karabukspor,3,1,Super Lig,,Turkey,False
2016-09-10,Gençlerbirliği,Alanyaspor,0,0,Super Lig,,Turkey,False
2016-09-10,Kayserispor,Galatasaray,1,1,Super Lig,,Turkey,False
2016-09-11,Antalyaspor,Konyaspor,1,3,Super Lig,,Turkey,False
2016-09-11,Fenerbahçe,Bursaspor,0,1,Super Lig,,Turkey,False
2016-09-11,Rizespor,Akhisar Belediyespor,1,0,Super Lig,,Turkey,False
2016-09-11,Trabzonspor,Osmanlispor,0,2,Super Lig,,Turkey,False
2016-09-16,Bursaspor,Kayserispor,3,1,Super Lig,,Turkey,False
2016-09-16,Karabukspor,Antalyaspor,3,2,Super Lig,,Turkey,False
2016-09-17,Alanyaspor,Trabzonspor,3,0,Super Lig,,Turkey,False
2016-09-17,Galatasaray,Rizespor,2,0,Super Lig,,Turkey,False
2016-09-18,Akhisar Belediyespor,Beşiktaş,0,2,Super Lig,,Turkey,False
2016-09-18,Gaziantepspor,Başakşehir,0,1,Super Lig,,Turkey,False
2016-09-18,Konyaspor,Gençlerbirliği,1,1,Super Lig,,Turkey,False
2016-09-18,Osmanlispor,Adanaspor,1,0,Super Lig,,Turkey,False
2016-09-19,Kasımpaşa,Fenerbahçe,1,5,Super Lig,,Turkey,False
2016-09-23,Antalyaspor,Akhisar Belediyespor,0,0,Super Lig,,Turkey,False
2016-09-24,Başakşehir,Osmanlispor,2,2,Super Lig,,Turkey,False
2016-09-24,Beşiktaş,Galatasaray,2,2,Super Lig,,Turkey,False
2016-09-24,Trabzonspor,Konyaspor,1,0,Super Lig,,Turkey,False
2016-09-25,Bursaspor,Kasımpaşa,1,0,Super Lig,,Turkey,False
2016-09-25,Fenerbahçe,Gaziantepspor,2,1,Super Lig,,Turkey,False
2016-09-25,Gençlerbirliği,Karabukspor,2,0,Super Lig,,Turkey,False
2016-09-25,Kayserispor,Rizespor,2,1,Super Lig,,Turkey,False
2016-09-26,Adanaspor,Alanyaspor,3,2,Super Lig,,Turkey,False
2016-09-30,Akhisar Belediyespor,Gençlerbirliği,0,0,Super Lig,,Turkey,False
2016-10-01,Gaziantepspor,Bursaspor,3,2,Super Lig,,Turkey,False
2016-10-01,Karabukspor,Trabzonspor,4,0,Super Lig,,Turkey,False
2016-10-01,Kasımpaşa,Kayserispor,3,1,Super Lig,,Turkey,False
2016-10-01,Rizespor,Beşiktaş,0,1,Super Lig,,Turkey,False
2016-10-02,Alanyaspor,Başakşehir,0,5,Super Lig,,Turkey,False
2016-10-02,Galatasaray,Antalyaspor,3,1,Super Lig,,Turkey,False
2016-10-02,Konyaspor,Adanaspor,1,0,Super Lig,,Turkey,False
2016-10-02,Osmanlispor,Fenerbahçe,1,1,Super Lig,,Turkey,False
2016-10-15,Adanaspor,Karabukspor,1,2,Super Lig,,Turkey,False
2016-10-15,Gençlerbirliği,Galatasaray,0,1,Super Lig,,Turkey,False
2016-10-15,Kasımpaşa,Gaziantepspor,0,0,Super Lig,,Turkey,False
2016-10-15,Kayserispor,Beşiktaş,0,1,Super Lig,,Turkey,False
2016-10-16,Başakşehir,Konyaspor,1,1,Super Lig,,Turkey,False
2016-10-16,Bursaspor,Osmanlispor,0,0,Super Lig,,Turkey,False
2016-10-16,Fenerbahçe,Alanyaspor,1,1,Super Lig,,Turkey,False
2016-10-16,Trabzonspor,Akhisar Belediyespor,0,0,Super Lig,,Turkey,False
2016-10-17,Antalyaspor,Rizespor,1,1,Super Lig,,Turkey,False
2016-10-21,Gaziantepspor,Kayserispor,1,2,Super Lig,,Turkey,False
2016-10-21,Rizespor,Gençlerbirliği,2,1,Super Lig,,Turkey,False
2016-10-22,Akhisar Belediyespor,Adanaspor,1,0,Super Lig,,Turkey,False
2016-10-22,Alanyaspor,Bursaspor,0,2,Super Lig,,Turkey,False
2016-10-22,Galatasaray,Trabzonspor,0,1,Super Lig,,Turkey,False
2016-10-23,Beşiktaş,Antalyaspor,3,0,Super Lig,,Turkey,False
2016-10-23,Karabukspor,Başakşehir,0,2,Super Lig,,Turkey,False
2016-10-23,Osmanlispor,Kasımpaşa,1,2,Super Lig,,Turkey,False
2016-10-24,Konyaspor,Fenerbahçe,0,1,Super Lig,,Turkey,False
2016-10-28,Gençlerbirliği,Beşiktaş,1,1,Super Lig,,Turkey,False
2016-10-29,Adanaspor,Galatasaray,0,1,Super Lig,,Turkey,False
2016-10-29,Bursaspor,Konyaspor,2,0,Super Lig,,Turkey,False
2016-10-29,Gaziantepspor,Osmanlispor,3,1,Super Lig,,Turkey,False
2016-10-30,Başakşehir,Akhisar Belediyespor,5,1,Super Lig,,Turkey,False
2016-10-30,Fenerbahçe,Karabukspor,5,0,Super Lig,,Turkey,False
2016-10-30,Trabzonspor,Rizespor,2,2,Super Lig,,Turkey,False
2016-10-31,Kasımpaşa,Alanyaspor,2,1,Super Lig,,Turkey,False
2016-10-31,Kayserispor,Antalyaspor,0,1,Super Lig,,Turkey,False
2016-11-04,Galatasaray,Başakşehir,1,2,Super Lig,,Turkey,False
2016-11-05,Alanyaspor,Gaziantepspor,4,3,Super Lig,,Turkey,False
2016-11-05,Antalyaspor,Gençlerbirliği,1,0,Super Lig,,Turkey,False
2016-11-05,Beşiktaş,Trabzonspor,2,1,Super Lig,,Turkey,False
2016-11-05,Karabukspor,Bursaspor,0,0,Super Lig,,Turkey,False
2016-11-06,Akhisar Belediyespor,Fenerbahçe,1,3,Super Lig,,Turkey,False
2016-11-06,Konyaspor,Kasımpaşa,2,1,Super Lig,,Turkey,False
2016-11-06,Osmanlispor,Kayserispor,1,1,Super Lig,,Turkey,False
2016-11-06,Rizespor,Adanaspor,2,2,Super Lig,,Turkey,False
2016-11-19,Adanaspor,Beşiktaş,1,2,Super Lig,,Turkey,False
2016-11-19,Bursaspor,Akhisar Belediyespor,0,0,Super Lig,,Turkey,False
2016-11-19,Gaziantepspor,Konyaspor,0,3,Super Lig,,Turkey,False
2016-11-19,Osmanlispor,Alanyaspor,2,0,Super Lig,,Turkey,False
2016-11-20,Fenerbahçe,Galatasaray,2,0,Super Lig,,Turkey,False
2016-11-20,Kasımpaşa,Karabukspor,2,2,Super Lig,,Turkey,False
2016-11-20,Kayserispor,Gençlerbirliği,0,2,Super Lig,,Turkey,False
2016-11-21,Başakşehir,Rizespor,2,1,Super Lig,,Turkey,False
2016-11-21,Trabzonspor,Antalyaspor,0,1,Super Lig,,Turkey,False
2016-11-25,Alanyaspor,Kayserispor,3,0,Super Lig,,Turkey,False
2016-11-25,Galatasaray,Bursaspor,3,1,Super Lig,,Turkey,False
2016-11-26,Akhisar Belediyespor,Kasımpaşa,1,0,Super Lig,,Turkey,False
2016-11-26,Antalyaspor,Adanaspor,1,0,Super Lig,,Turkey,False
2016-11-26,Beşiktaş,Başakşehir,1,1,Super Lig,,Turkey,False
2016-11-26,Karabukspor,Gaziantepspor,2,0,Super Lig,,Turkey,False
2016-11-27,Gençlerbirliği,Trabzonspor,0,0,Super Lig,,Turkey,False
2016-11-27,Rizespor,Fenerbahçe,1,5,Super Lig,,Turkey,False
2016-11-28,Konyaspor,Osmanlispor,1,1,Super Lig,,Turkey,False
2016-12-03,Başakşehir,Antalyaspor,2,2,Super Lig,,Turkey,False
2016-12-03,Fenerbahçe,Beşiktaş,0,0,Super Lig,,Turkey,False
2016-12-04,Adanaspor,Gençlerbirliği,0,2,Super Lig,,Turkey,False
2016-12-04,Alanyaspor,Konyaspor,2,3,Super Lig,,Turkey,False
2016-12-04,Gaziantepspor,Akhisar Belediyespor,1,2,Super Lig,,Turkey,False
2016-12-04,Kasımpaşa,Galatasaray,1,2,Super Lig,,Turkey,False
2016-12-04,Osmanlispor,Karabukspor,2,1,Super Lig,,Turkey,False
2016-12-05,Bursaspor,Rizespor,2,1,Super Lig,,Turkey,False
2016-12-05,Kayserispor,Trabzonspor,0,1,Super Lig,,Turkey,False
2016-12-09,Trabzonspor,Adanaspor,4,1,Super Lig,,Turkey,False
2016-12-10,Beşiktaş,Bursaspor,2,1,Super Lig,,Turkey,False
2016-12-10,Gençlerbirliği,Başakşehir,0,0,Super Lig,,Turkey,False
2016-12-10,Rizespor,Kasımpaşa,0,1,Super Lig,,Turkey,False
2016-12-11,Akhisar Belediyespor,Osmanlispor,1,2,Super Lig,,Turkey,False
2016-12-11,Galatasaray,Gaziantepspor,3,1,Super Lig,,Turkey,False
2016-12-11,Karabukspor,Alanyaspor,0,2,Super Lig,,Turkey,False
2016-12-11,Konyaspor,Kayserispor,1,0,Super Lig,,Turkey,False
2016-12-12,Antalyaspor,Fenerbahçe,1,0,Super Lig,,Turkey,False
2016-12-17,Başakşehir,Trabzonspor,1,0,Super Lig,,Turkey,False
2016-12-17,Kasımpaşa,Beşiktaş,2,1,Super Lig,,Turkey,False
2016-12-18,Adanaspor,Kayserispor,2,1,Super Lig,,Turkey,False
2016-12-18,Alanyaspor,Akhisar Belediyespor,0,0,Super Lig,,Turkey,False
2016-12-18,Gaziantepspor,Rizespor,1,2,Super Lig,,Turkey,False
2016-12-18,Karabukspor,Konyaspor,1,1,Super Lig,,Turkey,False
2016-12-18,Osmanlispor,Galatasaray,2,2,Super Lig,,Turkey,False
2016-12-19,Bursaspor,Antalyaspor,2,1,Super Lig,,Turkey,False
2016-12-19,Fenerbahçe,Gençlerbirliği,3,0,Super Lig,,Turkey,False
2016-12-24,Adanaspor,Başakşehir,1,1,Super Lig,,Turkey,False
2016-12-24,Beşiktaş,Gaziantepspor,1,0,Super Lig,,Turkey,False
2016-12-25,Akhisar Belediyespor,Konyaspor,1,0,Super Lig,,Turkey,False
2016-12-25,Antalyaspor,Kasımpaşa,2,1,Super Lig,,Turkey,False
2016-12-25,Galatasaray,Alanyaspor,5,1,Super Lig,,Turkey,False
2016-12-25,Kayserispor,Karabukspor,2,0,Super Lig,,Turkey,False
2016-12-25,Rizespor,Osmanlispor,0,1,Super Lig,,Turkey,False
2016-12-26,Gençlerbirliği,Bursaspor,3,1,Super Lig,,Turkey,False
2016-12-26,Trabzonspor,Fenerbahçe,0,3,Super Lig,,Turkey,False
2017-01-13,Bursaspor,Trabzonspor,1,2,Super Lig,,Turkey,False
2017-01-14,Alanyaspor,Rizespor,2,3,Super Lig,,Turkey,False
2017-01-14,Başakşehir,Kayserispor,5,0,Super Lig,,Turkey,False
2017-01-14,Karabukspor,Akhisar Belediyespor,1,0,Super Lig,,Turkey,False
2017-01-14,Konyaspor,Galatasaray,0,1,Super Lig,,Turkey,False
2017-01-15,Fenerbahçe,Adanaspor,2,2,Super Lig,,Turkey,False
2017-01-15,Gaziantepspor,Antalyaspor,0,3,Super Lig,,Turkey,False
2017-01-15,Kasımpaşa,Gençlerbirliği,3,0,Super Lig,,Turkey,False
2017-01-16,Osmanlispor,Beşiktaş,0,2,Super Lig,,Turkey,False
2017-01-21,Akhisar Belediyespor,Kayserispor,0,0,Super Lig,,Turkey,False
