date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2019-11-22,Galatasaray,Başakşehir,0,1,Super Lig,,Turkey,False
2019-11-23,Ankaragucu,Trabzonspor,0,3,Super Lig,,Turkey,False
2019-11-23,Denizlispor,Rizespor,2,0,Super Lig,,Turkey,False
2019-11-23,Konyaspor,Beşiktaş,0,1,Super Lig,,Turkey,False
2019-11-24,Alanyaspor,Göztepe,0,1,Super Lig,,Turkey,False
2019-11-24,Kasımpaşa,Gençlerbirliği,1,2,Super Lig,,Turkey,False
2019-11-24,Kayserispor,Sivasspor,1,4,Super Lig,,Turkey,False
2019-11-24,Yeni Malatyaspor,Fenerbahçe,0,0,Super Lig,,Turkey,False
2019-11-25,Antalyaspor,Gaziantep,1,1,Super Lig,,Turkey,False
2019-11-29,Gençlerbirliği,Yeni Malatyaspor,3,3,Super Lig,,Turkey,False
2019-11-30,Alanyaspor,Ankaragucu,5,0,Super Lig,,Turkey,False
2019-11-30,Göztepe,Fenerbahçe,2,2,Super Lig,,Turkey,False
2019-11-30,Rizespor,Konyaspor,3,1,Super Lig,,Turkey,False
2019-11-30,Sivasspor,Kasımpaşa,2,0,Super Lig,,Turkey,False
2019-12-01,Başakşehir,Antalyaspor,2,0,Super Lig,,Turkey,False
2019-12-01,Gaziantep,Denizlispor,1,2,Super Lig,,Turkey,False
2019-12-01,Trabzonspor,Galatasaray,1,1,Super Lig,,Turkey,False
2019-12-02,Beşiktaş,Kayserispor,4,1,Super Lig,,Turkey,False
2019-12-06,Fenerbahçe,Gençlerbirliği,5,2,Super Lig,,Turkey,False
2019-12-07,Ankaragucu,Göztepe,1,3,Super Lig,,Turkey,False
2019-12-07,Galatasaray,Alanyaspor,1,0,Super Lig,,Turkey,False
2019-12-07,Yeni Malatyaspor,Sivasspor,1,3,Super Lig,,Turkey,False
2019-12-08,Antalyaspor,Trabzonspor,1,3,Super Lig,,Turkey,False
2019-12-08,Denizlispor,Başakşehir,1,1,Super Lig,,Turkey,False
2019-12-08,Kasımpaşa,Beşiktaş,2,3,Super Lig,,Turkey,False
2019-12-08,Konyaspor,Gaziantep,0,0,Super Lig,,Turkey,False
2019-12-09,Kayserispor,Rizespor,1,0,Super Lig,,Turkey,False
2019-12-13,Alanyaspor,Antalyaspor,0,0,Super Lig,,Turkey,False
2019-12-14,Galatasaray,Ankaragucu,2,2,Super Lig,,Turkey,False
2019-12-14,Gençlerbirliği,Göztepe,3,1,Super Lig,,Turkey,False
2019-12-14,Rizespor,Kasımpaşa,0,3,Super Lig,,Turkey,False
2019-12-15,Beşiktaş,Yeni Malatyaspor,0,2,Super Lig,,Turkey,False
2019-12-15,Gaziantep,Kayserispor,3,0,Super Lig,,Turkey,False
2019-12-15,Sivasspor,Fenerbahçe,3,1,Super Lig,,Turkey,False
2019-12-16,Başakşehir,Konyaspor,1,1,Super Lig,,Turkey,False
2019-12-16,Trabzonspor,Denizlispor,1,2,Super Lig,,Turkey,False
2019-12-20,Antalyaspor,Ankaragucu,2,2,Super Lig,,Turkey,False
2019-12-21,Göztepe,Galatasaray,2,1,Super Lig,,Turkey,False
2019-12-21,Kasımpaşa,Gaziantep,3,4,Super Lig,,Turkey,False
2019-12-21,Yeni Malatyaspor,Rizespor,0,2,Super Lig,,Turkey,False
2019-12-22,Fenerbahçe,Beşiktaş,3,1,Super Lig,,Turkey,False
2019-12-22,Gençlerbirliği,Sivasspor,2,2,Super Lig,,Turkey,False
2019-12-22,Kayserispor,Başakşehir,1,4,Super Lig,,Turkey,False
2019-12-23,Denizlispor,Alanyaspor,1,5,Super Lig,,Turkey,False
2019-12-23,Konyaspor,Trabzonspor,0,1,Super Lig,,Turkey,False
2019-12-27,Beşiktaş,Gençlerbirliği,4,1,Super Lig,,Turkey,False
2019-12-28,Ankaragucu,Denizlispor,2,2,Super Lig,,Turkey,False
2019-12-28,Başakşehir,Kasımpaşa,5,1,Super Lig,,Turkey,False
2019-12-28,Galatasaray,Antalyaspor,5,0,Super Lig,,Turkey,False
2019-12-28,Trabzonspor,Kayserispor,6,2,Super Lig,,Turkey,False
2019-12-29,Alanyaspor,Konyaspor,2,1,Super Lig,,Turkey,False
2019-12-29,Gaziantep,Yeni Malatyaspor,1,1,Super Lig,,Turkey,False
2019-12-29,Rizespor,Fenerbahçe,1,2,Super Lig,,Turkey,False
2019-12-29,Sivasspor,Göztepe,1,0,Super Lig,,Turkey,False
2020-01-17,Ankaragucu,Konyaspor,0,1,Super Lig,,Turkey,False
2020-01-18,Alanyaspor,Kayserispor,5,1,Super Lig,,Turkey,False
2020-01-18,Başakşehir,Yeni Malatyaspor,4,1,Super Lig,,Turkey,False
2020-01-18,Gaziantep,Fenerbahçe,0,2,Super Lig,,Turkey,False
2020-01-19,Antalyaspor,Göztepe,0,3,Super Lig,,Turkey,False
2020-01-19,Beşiktaş,Sivasspor,1,2,Super Lig,,Turkey,False
2020-01-19,Galatasaray,Denizlispor,2,1,Super Lig,,Turkey,False
2020-01-19,Trabzonspor,Kasımpaşa,6,0,Super Lig,,Turkey,False
2020-01-20,Rizespor,Gençlerbirliği,2,0,Super Lig,,Turkey,False
2020-01-24,Gençlerbirliği,Gaziantep,1,0,Super Lig,,Turkey,False
2020-01-25,Fenerbahçe,Başakşehir,2,0,Super Lig,,Turkey,False
2020-01-25,Kasımpaşa,Alanyaspor,1,2,Super Lig,,Turkey,False
2020-01-25,Kayserispor,Ankaragucu,1,1,Super Lig,,Turkey,False
2020-01-26,Denizlispor,Antalyaspor,0,3,Super Lig,,Turkey,False
2020-01-26,Göztepe,Beşiktaş,2,1,Super Lig,,Turkey,False
2020-01-26,Konyaspor,Galatasaray,0,3,Super Lig,,Turkey,False
2020-01-27,Sivasspor,Rizespor,1,1,Super Lig,,Turkey,False
2020-01-31,Başakşehir,Gençlerbirliği,3,1,Super Lig,,Turkey,False
2020-02-01,Antalyaspor,Konyaspor,0,0,Super Lig,,Turkey,False
2020-02-01,Rizespor,Beşiktaş,1,2,Super Lig,,Turkey,False
2020-02-01,Trabzonspor,Fenerbahçe,2,1,Super Lig,,Turkey,False
2020-02-02,Alanyaspor,Yeni Malatyaspor,2,1,Super Lig,,Turkey,False
2020-02-02,Ankaragucu,Kasımpaşa,1,1,Super Lig,,Turkey,False
2020-02-02,Galatasaray,Kayserispor,4,1,Super Lig,,Turkey,False
2020-02-02,Gaziantep,Sivasspor,5,1,Super Lig,,Turkey,False
2020-02-03,Denizlispor,Göztepe,1,1,Super Lig,,Turkey,False
2020-02-07,Yeni Malatyaspor,Ankaragucu,0,1,Super Lig,,Turkey,False
2020-02-08,Beşiktaş,Gaziantep,3,0,Super Lig,,Turkey,False
2020-02-08,Fenerbahçe,Alanyaspor,1,1,Super Lig,,Turkey,False
2020-02-08,Gençlerbirliği,Trabzonspor,0,2,Super Lig,,Turkey,False
2020-02-08,Konyaspor,Denizlispor,0,0,Super Lig,,Turkey,False
2020-02-09,Kasımpaşa,Galatasaray,0,3,Super Lig,,Turkey,False
2020-02-09,Kayserispor,Antalyaspor,2,2,Super Lig,,Turkey,False
2020-02-09,Sivasspor,Başakşehir,1,1,Super Lig,,Turkey,False
2020-02-14,Başakşehir,Beşiktaş,1,0,Super Lig,,Turkey,False
2020-02-15,Ankaragucu,Fenerbahçe,2,1,Super Lig,,Turkey,False
2020-02-15,Denizlispor,Kayserispor,0,1,Super Lig,,Turkey,False
2020-02-15,Konyaspor,Göztepe,1,3,Super Lig,,Turkey,False
2020-02-16,Alanyaspor,Gençlerbirliği,0,1,Super Lig,,Turkey,False
2020-02-16,Galatasaray,Yeni Malatyaspor,1,0,Super Lig,,Turkey,False
2020-02-16,Trabzonspor,Sivasspor,2,1,Super Lig,,Turkey,False
2020-02-17,Antalyaspor,Kasımpaşa,3,1,Super Lig,,Turkey,False
2020-02-17,Gaziantep,Rizespor,2,0,Super Lig,,Turkey,False
2020-02-21,Sivasspor,Alanyaspor,1,0,Super Lig,,Turkey,False
2020-02-22,Beşiktaş,Trabzonspor,2,2,Super Lig,,Turkey,False
2020-02-22,Göztepe,Gaziantep,1,1,Super Lig,,Turkey,False
2020-02-22,Kayserispor,Konyaspor,2,2,Super Lig,,Turkey,False
2020-02-23,Fenerbahçe,Galatasaray,1,3,Super Lig,,Turkey,False
2020-02-23,Gençlerbirliği,Ankaragucu,1,0,Super Lig,,Turkey,False
2020-02-23,Yeni Malatyaspor,Antalyaspor,1,2,Super Lig,,Turkey,False
2020-02-24,Kasımpaşa,Denizlispor,2,0,Super Lig,,Turkey,False
2020-02-24,Rizespor,Başakşehir,1,2,Super Lig,,Turkey,False
2020-02-28,Alanyaspor,Beşiktaş,1,2,Super Lig,,Turkey,False
2020-02-29,Antalyaspor,Fenerbahçe,2,2,Super Lig,,Turkey,False
2020-02-29,Konyaspor,Kasımpaşa,0,0,Super Lig,,Turkey,False
2020-02-29,Trabzonspor,Rizespor,5,2,Super Lig,,Turkey,False
2020-03-01,Ankaragucu,Sivasspor,0,3,Super Lig,,Turkey,False
2020-03-01,Denizlispor,Yeni Malatyaspor,2,0,Super Lig,,Turkey,False
2020-03-01,Galatasaray,Gençlerbirliği,3,0,Super Lig,,Turkey,False
2020-03-02,Başakşehir,Gaziantep,3,1,Super Lig,,Turkey,False
2020-03-02,Kayserispor,Göztepe,1,0,Super Lig,,Turkey,False
2020-03-06,Beşiktaş,Ankaragucu,2,1,Super Lig,,Turkey,False
2020-03-07,Fenerbahçe,Denizlispor,2,2,Super Lig,,Turkey,False
2020-03-07,Gaziantep,Trabzonspor,1,1,Super Lig,,Turkey,False
2020-03-07,Göztepe,Başakşehir,0,3,Super Lig,,Turkey,False
2020-03-07,Yeni Malatyaspor,Konyaspor,1,1,Super Lig,,Turkey,False
2020-03-08,Kasımpaşa,Kayserispor,5,1,Super Lig,,Turkey,False
2020-03-08,Rizespor,Alanyaspor,1,1,Super Lig,,Turkey,False
2020-03-08,Sivasspor,Galatasaray,2,2,Super Lig,,Turkey,False
2020-03-09,Gençlerbirliği,Antalyaspor,1,1,Super Lig,,Turkey,False
2020-03-11,Yeni Malatyaspor,Trabzonspor,1,3,Super Lig,,Turkey,False
2020-03-13,Ankaragucu,Rizespor,2,1,Super Lig,,Turkey,False
2020-03-13,Kasımpaşa,Göztepe,2,0,Super Lig,,Turkey,False
2020-03-14,Alanyaspor,Gaziantep,1,0,Super Lig,,Turkey,False
2020-03-14,Denizlispor,Gençlerbirliği,1,0,Super Lig,,Turkey,False
2020-03-14,Konyaspor,Fenerbahçe,1,0,Super Lig,,Turkey,False
2020-03-15,Galatasaray,Beşiktaş,0,0,Super Lig,,Turkey,False
2020-03-15,Kayserispor,Yeni Malatyaspor,2,1,Super Lig,,Turkey,False
2020-03-15,Trabzonspor,Başakşehir,1,1,Super Lig,,Turkey,False
2020-03-16,Antalyaspor,Sivasspor,1,0,Super Lig,,Turkey,False
2020-03-17,Göztepe,Rizespor,2,0,Super Lig,,Turkey,False
2020-06-12,Fenerbahçe,Kayserispor,2,1,Super Lig,,Turkey,False
2020-06-12,Göztepe,Trabzonspor,1,3,Super Lig,,Turkey,False
2020-06-13,Başakşehir,Alanyaspor,2,0,Super Lig,,Turkey,False
2020-06-13,Beşiktaş,Antalyaspor,1,2,Super Lig,,Turkey,False
2020-06-13,Yeni Malatyaspor,Kasımpaşa,1,2,Super Lig,,Turkey,False
2020-06-14,Gaziantep,Ankaragucu,1,1,Super Lig,,Turkey,False
2020-06-14,Gençlerbirliği,Konyaspor,2,1,Super Lig,,Turkey,False
2020-06-14,Rizespor,Galatasaray,2,0,Super Lig,,Turkey,False
2020-06-15,Sivasspor,Denizlispor,1,0,Super Lig,,Turkey,False
2020-06-19,Ankaragucu,Başakşehir,1,2,Super Lig,,Turkey,False
2020-06-20,Denizlispor,Beşiktaş,1,5,Super Lig,,Turkey,False
2020-06-20,Kayserispor,Gençlerbirliği,2,0,Super Lig,,Turkey,False
2020-06-20,Yeni Malatyaspor,Göztepe,2,1,Super Lig,,Turkey,False
2020-06-21,Galatasaray,Gaziantep,3,3,Super Lig,,Turkey,False
2020-06-21,Kasımpaşa,Fenerbahçe,2,0,Super Lig,,Turkey,False
2020-06-21,Konyaspor,Sivasspor,2,2,Super Lig,,Turkey,False
2020-06-22,Alanyaspor,Trabzonspor,2,2,Super Lig,,Turkey,False
2020-06-22,Antalyaspor,Rizespor,3,1,Super Lig,,Turkey,False
2020-06-26,Beşiktaş,Konyaspor,3,0,Super Lig,,Turkey,False
2020-06-27,Fenerbahçe,Yeni Malatyaspor,3,2,Super Lig,,Turkey,False
2020-06-27,Göztepe,Alanyaspor,3,3,Super Lig,,Turkey,False
2020-06-27,Trabzonspor,Ankaragucu,1,1,Super Lig,,Turkey,False
2020-06-28,Başakşehir,Galatasaray,1,1,Super Lig,,Turkey,False
2020-06-28,Gaziantep,Antalyaspor,1,1,Super Lig,,Turkey,False
2020-06-28,Rizespor,Denizlispor,2,2,Super Lig,,Turkey,False
2020-06-28,Sivasspor,Kayserispor,0,2,Super Lig,,Turkey,False
2020-06-29,Gençlerbirliği,Kasımpaşa,0,2,Super Lig,,Turkey,False
2020-07-03,Denizlispor,Gaziantep,0,1,Super Lig,,Turkey,False
2020-07-04,Ankaragucu,Alanyaspor,1,4,Super Lig,,Turkey,False
2020-07-04,Antalyaspor,Başakşehir,0,2,Super Lig,,Turkey,False
2020-07-04,Fenerbahçe,Göztepe,2,1,Super Lig,,Turkey,False
2020-07-04,Yeni Malatyaspor,Gençlerbirliği,0,0,Super Lig,,Turkey,False
2020-07-05,Galatasaray,Trabzonspor,1,3,Super Lig,,Turkey,False
2020-07-05,Kasımpaşa,Sivasspor,0,0,Super Lig,,Turkey,False
2020-07-05,Konyaspor,Rizespor,1,0,Super Lig,,Turkey,False
2020-07-06,Kayserispor,Beşiktaş,3,1,Super Lig,,Turkey,False
2020-07-07,Başakşehir,Denizlispor,2,0,Super Lig,,Turkey,False
2020-07-07,Gençlerbirliği,Fenerbahçe,1,1,Super Lig,,Turkey,False
2020-07-08,Alanyaspor,Galatasaray,4,1,Super Lig,,Turkey,False
2020-07-08,Göztepe,Ankaragucu,2,2,Super Lig,,Turkey,False
2020-07-08,Sivasspor,Yeni Malatyaspor,0,1,Super Lig,,Turkey,False
2020-07-08,Trabzonspor,Antalyaspor,2,2,Super Lig,,Turkey,False
2020-07-09,Beşiktaş,Kasımpaşa,3,2,Super Lig,,Turkey,False
2020-07-09,Gaziantep,Konyaspor,3,1,Super Lig,,Turkey,False
2020-07-09,Rizespor,Kayserispor,3,2,Super Lig,,Turkey,False
2020-07-11,Göztepe,Gençlerbirliği,1,3,Super Lig,,Turkey,False
2020-07-12,Ankaragucu,Galatasaray,1,0,Super Lig,,Turkey,False
2020-07-12,Antalyaspor,Alanyaspor,1,0,Super Lig,,Turkey,False
2020-07-12,Fenerbahçe,Sivasspor,1,2,Super Lig,,Turkey,False
2020-07-13,Denizlispor,Trabzonspor,2,1,Super Lig,,Turkey,False
2020-07-13,Kasımpaşa,Rizespor,2,0,Super Lig,,Turkey,False
2020-07-13,Kayserispor,Gaziantep,1,1,Super Lig,,Turkey,False
2020-07-13,Konyaspor,Başakşehir,4,3,Super Lig,,Turkey,False
2020-07-13,Yeni Malatyaspor,Beşiktaş,0,1,Super Lig,,Turkey,False
2020-07-18,Galatasaray,Göztepe,3,1,Super Lig,,Turkey,False
2020-07-18,Gaziantep,Kasımpaşa,2,2,Super Lig,,Turkey,False
2020-07-19,Alanyaspor,Denizlispor,1,0,Super Lig,,Turkey,False
2020-07-19,Ankaragucu,Antalyaspor,0,1,Super Lig,,Turkey,False
2020-07-19,Başakşehir,Kayserispor,1,0,Super Lig,,Turkey,False
2020-07-19,Beşiktaş,Fenerbahçe,2,0,Super Lig,,Turkey,False
2020-07-19,Rizespor,Yeni Malatyaspor,3,0,Super Lig,,Turkey,False
2020-07-19,Sivasspor,Gençlerbirliği,2,0,Super Lig,,Turkey,False
2020-07-19,Trabzonspor,Konyaspor,3,4,Super Lig,,Turkey,False
2020-07-24,Antalyaspor,Galatasaray,2,2,Super Lig,,Turkey,False
2020-07-25,Denizlispor,Ankaragucu,0,1,Super Lig,,Turkey,False
2020-07-25,Fenerbahçe,Rizespor,3,1,Super Lig,,Turkey,False
2020-07-25,Gençlerbirliği,Beşiktaş,0,3,Super Lig,,Turkey,False
2020-07-25,Göztepe,Sivasspor,3,1,Super Lig,,Turkey,False
2020-07-25,Kayserispor,Trabzonspor,1,2,Super Lig,,Turkey,False
2020-07-25,Konyaspor,Alanyaspor,2,3,Super Lig,,Turkey,False
2020-07-25,Yeni Malatyaspor,Gaziantep,0,1,Super Lig,,Turkey,False
2020-07-26,Kasımpaşa,Başakşehir,3,2,Super Lig,,Turkey,False
2020-09-11,Rizespor,Fenerbahçe,1,2,Super Lig,,Turkey,False
2020-09-12,Galatasaray,Gaziantep,3,1,Super Lig,,Turkey,False
2020-09-12,Göztepe,Denizlispor,5,1,Super Lig,,Turkey,False
2020-09-12,Karagumruk,Yeni Malatyaspor,3,0,Super Lig,,Turkey,False
2020-09-12,Sivasspor,Alanyaspor,0,2,Super Lig,,Turkey,False
2020-09-13,Ankaragucu,Erzurumspor,1,2,Super Lig,,Turkey,False
2020-09-13,Antalyaspor,Gençlerbirliği,2,0,Super Lig,,Turkey,False
2020-09-13,Kayserispor,Kasımpaşa,1,0,Super Lig,,Turkey,False
2020-09-13,Trabzonspor,Beşiktaş,1,3,Super Lig,,Turkey,False
2020-09-14,Hatayspor,Başakşehir,2,0,Super Lig,,Turkey,False
2020-09-18,Yeni Malatyaspor,Göztepe,1,1,Super Lig,,Turkey,False
2020-09-19,Alanyaspor,Kayserispor,2,0,Super Lig,,Turkey,False
2020-09-19,Beşiktaş,Antalyaspor,1,1,Super Lig,,Turkey,False
2020-09-19,Denizlispor,Trabzonspor,0,0,Super Lig,,Turkey,False
2020-09-19,Gençlerbirliği,Konyaspor,0,0,Super Lig,,Turkey,False
2020-09-20,Başakşehir,Galatasaray,0,2,Super Lig,,Turkey,False
2020-09-20,Erzurumspor,Sivasspor,1,2,Super Lig,,Turkey,False
2020-09-20,Gaziantep,Karagumruk,2,2,Super Lig,,Turkey,False
2020-09-20,Kasımpaşa,Rizespor,2,0,Super Lig,,Turkey,False
2020-09-21,Fenerbahçe,Hatayspor,0,0,Super Lig,,Turkey,False
2020-09-25,Karagumruk,Başakşehir,2,0,Super Lig,,Turkey,False
2020-09-26,Göztepe,Gaziantep,2,2,Super Lig,,Turkey,False
2020-09-26,Hatayspor,Kasımpaşa,1,0,Super Lig,,Turkey,False
2020-09-26,Kayserispor,Erzurumspor,1,3,Super Lig,,Turkey,False
2020-09-26,Trabzonspor,Yeni Malatyaspor,3,1,Super Lig,,Turkey,False
2020-09-27,Galatasaray,Fenerbahçe,0,0,Super Lig,,Turkey,False
2020-09-27,Konyaspor,Beşiktaş,4,1,Super Lig,,Turkey,False
2020-09-27,Rizespor,Alanyaspor,1,1,Super Lig,,Turkey,False
2020-09-27,Sivasspor,Ankaragucu,0,0,Super Lig,,Turkey,False
2020-09-28,Antalyaspor,Denizlispor,1,0,Super Lig,,Turkey,False
2020-10-02,Ankaragucu,Kayserispor,0,1,Super Lig,,Turkey,False
2020-10-02,Gaziantep,Trabzonspor,1,1,Super Lig,,Turkey,False
2020-10-03,Başakşehir,Göztepe,0,0,Super Lig,,Turkey,False
2020-10-03,Erzurumspor,Rizespor,0,0,Super Lig,,Turkey,False
2020-10-03,Fenerbahçe,Karagumruk,2,1,Super Lig,,Turkey,False
2020-10-03,Yeni Malatyaspor,Antalyaspor,1,0,Super Lig,,Turkey,False
2020-10-04,Alanyaspor,Hatayspor,6,0,Super Lig,,Turkey,False
2020-10-04,Beşiktaş,Gençlerbirliği,0,1,Super Lig,,Turkey,False
2020-10-04,Denizlispor,Konyaspor,0,0,Super Lig,,Turkey,False
2020-10-04,Kasımpaşa,Galatasaray,1,0,Super Lig,,Turkey,False
2020-10-17,Kayserispor,Sivasspor,1,3,Super Lig,,Turkey,False
2020-10-17,Konyaspor,Yeni Malatyaspor,1,1,Super Lig,,Turkey,False
2020-10-17,Rizespor,Ankaragucu,5,3,Super Lig,,Turkey,False
2020-10-17,Trabzonspor,Başakşehir,0,2,Super Lig,,Turkey,False
2020-10-18,Antalyaspor,Gaziantep,1,1,Super Lig,,Turkey,False
2020-10-18,Göztepe,Fenerbahçe,2,3,Super Lig,,Turkey,False
2020-10-18,Karagumruk,Kasımpaşa,1,1,Super Lig,,Turkey,False
2020-10-19,Galatasaray,Alanyaspor,1,2,Super Lig,,Turkey,False
2020-10-19,Gençlerbirliği,Denizlispor,1,2,Super Lig,,Turkey,False
2020-10-23,Kasımpaşa,Göztepe,0,0,Super Lig,,Turkey,False
2020-10-24,Başakşehir,Antalyaspor,5,1,Super Lig,,Turkey,False
2020-10-24,Erzurumspor,Galatasaray,1,2,Super Lig,,Turkey,False
2020-10-24,Gaziantep,Konyaspor,1,0,Super Lig,,Turkey,False
2020-10-25,Alanyaspor,Karagumruk,2,0,Super Lig,,Turkey,False
2020-10-25,Fenerbahçe,Trabzonspor,3,1,Super Lig,,Turkey,False
2020-10-25,Yeni Malatyaspor,Gençlerbirliği,2,1,Super Lig,,Turkey,False
2020-10-26,Denizlispor,Beşiktaş,2,3,Super Lig,,Turkey,False
2020-10-26,Sivasspor,Rizespor,0,2,Super Lig,,Turkey,False
2020-10-30,Karagumruk,Erzurumspor,5,1,Super Lig,,Turkey,False
2020-10-30,Trabzonspor,Kasımpaşa,3,4,Super Lig,,Turkey,False
2020-10-31,Galatasaray,Ankaragucu,1,0,Super Lig,,Turkey,False
2020-10-31,Gençlerbirliği,Gaziantep,1,1,Super Lig,,Turkey,False
2020-11-01,Beşiktaş,Yeni Malatyaspor,1,0,Super Lig,,Turkey,False
2020-11-01,Konyaspor,Başakşehir,1,2,Super Lig,,Turkey,False
2020-11-01,Rizespor,Kayserispor,1,0,Super Lig,,Turkey,False
2020-11-02,Antalyaspor,Fenerbahçe,1,2,Super Lig,,Turkey,False
2020-11-02,Hatayspor,Sivasspor,1,1,Super Lig,,Turkey,False
2020-11-06,Gaziantep,Beşiktaş,3,1,Super Lig,,Turkey,False
2020-11-07,Alanyaspor,Trabzonspor,1,1,Super Lig,,Turkey,False
2020-11-07,Erzurumspor,Göztepe,1,1,Super Lig,,Turkey,False
2020-11-07,Fenerbahçe,Konyaspor,0,2,Super Lig,,Turkey,False
2020-11-07,Kasımpaşa,Antalyaspor,2,2,Super Lig,,Turkey,False
2020-11-08,Ankaragucu,Karagumruk,2,2,Super Lig,,Turkey,False
2020-11-08,Başakşehir,Gençlerbirliği,2,1,Super Lig,,Turkey,False
2020-11-08,Kayserispor,Hatayspor,0,1,Super Lig,,Turkey,False
2020-11-08,Sivasspor,Galatasaray,1,2,Super Lig,,Turkey,False
2020-11-08,Yeni Malatyaspor,Denizlispor,2,0,Super Lig,,Turkey,False
2020-11-21,Beşiktaş,Başakşehir,3,2,Super Lig,,Turkey,False
2020-11-21,Denizlispor,Gaziantep,0,1,Super Lig,,Turkey,False
2020-11-21,Gençlerbirliği,Fenerbahçe,1,5,Super Lig,,Turkey,False
2020-11-21,Karagumruk,Sivasspor,1,1,Super Lig,,Turkey,False
2020-11-22,Antalyaspor,Alanyaspor,0,2,Super Lig,,Turkey,False
2020-11-22,Göztepe,Ankaragucu,3,1,Super Lig,,Turkey,False
2020-11-22,Hatayspor,Rizespor,2,2,Super Lig,,Turkey,False
2020-11-22,Konyaspor,Kasımpaşa,2,1,Super Lig,,Turkey,False
2020-11-22,Trabzonspor,Erzurumspor,1,0,Super Lig,,Turkey,False
2020-11-23,Galatasaray,Kayserispor,1,1,Super Lig,,Turkey,False
2020-11-27,Ankaragucu,Trabzonspor,0,1,Super Lig,,Turkey,False
2020-11-28,Başakşehir,Denizlispor,3,3,Super Lig,,Turkey,False
2020-11-28,Gaziantep,Yeni Malatyaspor,2,2,Super Lig,,Turkey,False
2020-11-28,Rizespor,Galatasaray,0,4,Super Lig,,Turkey,False
2020-11-29,Alanyaspor,Konyaspor,1,0,Super Lig,,Turkey,False
2020-11-29,Erzurumspor,Antalyaspor,2,2,Super Lig,,Turkey,False
2020-11-29,Fenerbahçe,Beşiktaş,3,4,Super Lig,,Turkey,False
2020-11-29,Kasımpaşa,Gençlerbirliği,2,0,Super Lig,,Turkey,False
2020-11-30,Kayserispor,Karagumruk,0,0,Super Lig,,Turkey,False
2020-11-30,Sivasspor,Göztepe,0,1,Super Lig,,Turkey,False
2020-12-04,Beşiktaş,Kasımpaşa,3,0,Super Lig,,Turkey,False
2020-12-05,Galatasaray,Hatayspor,3,0,Super Lig,,Turkey,False
2020-12-05,Gençlerbirliği,Alanyaspor,2,1,Super Lig,,Turkey,False
2020-12-05,Göztepe,Kayserispor,1,1,Super Lig,,Turkey,False
2020-12-05,Konyaspor,Erzurumspor,2,0,Super Lig,,Turkey,False
2020-12-05,Yeni Malatyaspor,Başakşehir,1,1,Super Lig,,Turkey,False
2020-12-06,Antalyaspor,Ankaragucu,1,0,Super Lig,,Turkey,False
2020-12-06,Denizlispor,Fenerbahçe,0,2,Super Lig,,Turkey,False
2020-12-06,Karagumruk,Rizespor,2,1,Super Lig,,Turkey,False
2020-12-07,Trabzonspor,Sivasspor,1,1,Super Lig,,Turkey,False
2020-12-09,Göztepe,Alanyaspor,1,0,Super Lig,,Turkey,False
2020-12-09,Hatayspor,Erzurumspor,3,0,Super Lig,,Turkey,False
2020-12-11,Kasımpaşa,Denizlispor,3,2,Super Lig,,Turkey,False
2020-12-12,Ankaragucu,Konyaspor,4,3,Super Lig,,Turkey,False
2020-12-12,Fenerbahçe,Yeni Malatyaspor,0,3,Super Lig,,Turkey,False
2020-12-12,Hatayspor,Karagumruk,3,1,Super Lig,,Turkey,False
2020-12-12,Kayserispor,Trabzonspor,0,0,Super Lig,,Turkey,False
2020-12-12,Rizespor,Göztepe,3,2,Super Lig,,Turkey,False
2020-12-13,Alanyaspor,Beşiktaş,2,1,Super Lig,,Turkey,False
2020-12-13,Başakşehir,Gaziantep,1,2,Super Lig,,Turkey,False
2020-12-13,Erzurumspor,Gençlerbirliği,0,1,Super Lig,,Turkey,False
2020-12-14,Sivasspor,Antalyaspor,0,0,Super Lig,,Turkey,False
2020-12-15,Ankaragucu,Hatayspor,2,0,Super Lig,,Turkey,False
2020-12-18,Karagumruk,Galatasaray,2,1,Super Lig,,Turkey,False
2020-12-19,Gaziantep,Fenerbahçe,3,1,Super Lig,,Turkey,False
2020-12-19,Göztepe,Hatayspor,0,1,Super Lig,,Turkey,False
2020-12-19,Trabzonspor,Rizespor,2,1,Super Lig,,Turkey,False
2020-12-19,Yeni Malatyaspor,Kasımpaşa,2,0,Super Lig,,Turkey,False
2020-12-20,Beşiktaş,Erzurumspor,4,0,Super Lig,,Turkey,False
2020-12-20,Denizlispor,Alanyaspor,1,0,Super Lig,,Turkey,False
2020-12-20,Gençlerbirliği,Ankaragucu,1,1,Super Lig,,Turkey,False
2020-12-21,Antalyaspor,Kayserispor,2,0,Super Lig,,Turkey,False
2020-12-21,Konyaspor,Sivasspor,0,1,Super Lig,,Turkey,False
2020-12-22,Galatasaray,Göztepe,3,1,Super Lig,,Turkey,False
2020-12-22,Hatayspor,Trabzonspor,0,1,Super Lig,,Turkey,False
2020-12-23,Alanyaspor,Yeni Malatyaspor,1,1,Super Lig,,Turkey,False
2020-12-23,Erzurumspor,Denizlispor,1,2,Super Lig,,Turkey,False
2020-12-23,Fenerbahçe,Başakşehir,4,1,Super Lig,,Turkey,False
2020-12-23,Kasımpaşa,Gaziantep,0,4,Super Lig,,Turkey,False
